,track_id,artist_name,track_name,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_type,uri,track_href,analysis_url,duration_ms,time_signature
24,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Castle on the Hill,78,"['pop', 'uk pop']",0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,audio_features,spotify:track:6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/tracks/6PCUP3dWmTjcTtXY02oFdT,https://api.spotify.com/v1/audio-analysis/6PCUP3dWmTjcTtXY02oFdT,261154,4
25,66Nmp3ztIMqX1j8yYtWl1X,Ritviz,Liggi,0,"['desi hip hop', 'desi pop', 'filmi', 'hindi indie', 'indian edm']",0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,audio_features,spotify:track:66Nmp3ztIMqX1j8yYtWl1X,https://api.spotify.com/v1/tracks/66Nmp3ztIMqX1j8yYtWl1X,https://api.spotify.com/v1/audio-analysis/66Nmp3ztIMqX1j8yYtWl1X,181176,4
27,08bNPGLD8AhKpnnERrAc6G,Marshmello,FRIENDS,79,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,audio_features,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621,4
28,3Z8FwOEN59mRMxDCtb8N0A,Marshmello,Be Kind (with Halsey),76,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,audio_features,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
29,5icOoE6VgqFKohjWWNp0Ac,Marshmello,Here With Me,74,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347,4
30,4hPpVbbakQNv8YTHYaOJP4,Marshmello,One Thing Right,73,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,audio_features,spotify:track:4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,181824,4
31,7vGuf3Y35N4wmASOKLUVVU,Marshmello,Silence,81,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,180823,4
32,7EmGUiUaOSGDnUUQUDrOXC,Selena Gomez,Wolves,1,"['dance pop', 'pop', 'post-teen pop']",0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,audio_features,spotify:track:7EmGUiUaOSGDnUUQUDrOXC,https://api.spotify.com/v1/tracks/7EmGUiUaOSGDnUUQUDrOXC,https://api.spotify.com/v1/audio-analysis/7EmGUiUaOSGDnUUQUDrOXC,197993,4
33,12mGwph2YzDIlChtq3EdXP,Marshmello,Alone,6,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.636,0.953,2,-3.74,1,0.0353,0.0244,0.0164,0.108,0.397,142.011,audio_features,spotify:track:12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/tracks/12mGwph2YzDIlChtq3EdXP,https://api.spotify.com/v1/audio-analysis/12mGwph2YzDIlChtq3EdXP,273803,4
34,6zOhgKfbMiQWToE6K13s2s,Logic,Everyday,58,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.668,0.756,1,-3.904,1,0.0382,0.0346,0.0,0.0793,0.474,149.908,audio_features,spotify:track:6zOhgKfbMiQWToE6K13s2s,https://api.spotify.com/v1/tracks/6zOhgKfbMiQWToE6K13s2s,https://api.spotify.com/v1/audio-analysis/6zOhgKfbMiQWToE6K13s2s,204827,4
35,18YRKiIZO4qDEc5Ik0Cry6,Marshmello,FRIENDS - R3hab Remix,56,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.545,0.814,9,-4.398,0,0.0409,0.028,0.0,0.0969,0.696,104.93,audio_features,spotify:track:18YRKiIZO4qDEc5Ik0Cry6,https://api.spotify.com/v1/tracks/18YRKiIZO4qDEc5Ik0Cry6,https://api.spotify.com/v1/audio-analysis/18YRKiIZO4qDEc5Ik0Cry6,157143,4
36,6GRMKQ3RrivYgLEO6h7ebu,Marshmello,Stars,54,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.507,0.96,8,-2.619,1,0.0394,0.0132,0.971,0.0703,0.801,142.029,audio_features,spotify:track:6GRMKQ3RrivYgLEO6h7ebu,https://api.spotify.com/v1/tracks/6GRMKQ3RrivYgLEO6h7ebu,https://api.spotify.com/v1/audio-analysis/6GRMKQ3RrivYgLEO6h7ebu,246761,4
37,2BcwzjPvVSkek2ZLdh7C9J,Alan Walker,Sing Me to Sleep - Marshmello Remix,52,['electro house'],0.62,0.893,4,-1.718,0,0.0436,0.0383,0.000304,0.159,0.16,101.089,audio_features,spotify:track:2BcwzjPvVSkek2ZLdh7C9J,https://api.spotify.com/v1/tracks/2BcwzjPvVSkek2ZLdh7C9J,https://api.spotify.com/v1/audio-analysis/2BcwzjPvVSkek2ZLdh7C9J,192480,4
38,3ZbJMlEL4Kcme0ONRO7Slx,Marshmello,You Can Cry,51,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.491,0.617,4,-4.545,0,0.147,0.0974,0.0,0.27,0.17,126.816,audio_features,spotify:track:3ZbJMlEL4Kcme0ONRO7Slx,https://api.spotify.com/v1/tracks/3ZbJMlEL4Kcme0ONRO7Slx,https://api.spotify.com/v1/audio-analysis/3ZbJMlEL4Kcme0ONRO7Slx,194533,5
39,6Hx9gLuAKkOfoZoL79OSI1,DJ Snake,Let Me Love You - Marshmello Remix,55,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.66,0.814,8,-3.179,1,0.0382,0.0183,0.0,0.139,0.248,120.005,audio_features,spotify:track:6Hx9gLuAKkOfoZoL79OSI1,https://api.spotify.com/v1/tracks/6Hx9gLuAKkOfoZoL79OSI1,https://api.spotify.com/v1/audio-analysis/6Hx9gLuAKkOfoZoL79OSI1,180013,4
40,1EwZrwFcKH1CKsxgHborBR,Marshmello,Sad Songs,46,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.641,0.837,11,-2.947,1,0.182,0.0277,0.0,0.152,0.82,150.047,audio_features,spotify:track:1EwZrwFcKH1CKsxgHborBR,https://api.spotify.com/v1/tracks/1EwZrwFcKH1CKsxgHborBR,https://api.spotify.com/v1/audio-analysis/1EwZrwFcKH1CKsxgHborBR,195028,4
41,698ItKASDavgwZ3WjaWjtz,Alan Walker,Faded,79,['electro house'],0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,audio_features,spotify:track:698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/tracks/698ItKASDavgwZ3WjaWjtz,https://api.spotify.com/v1/audio-analysis/698ItKASDavgwZ3WjaWjtz,212107,4
42,4n7jnSxVLd8QioibtTDBDq,Alan Walker,On My Way,74,['electro house'],0.509,0.689,1,-4.929,0,0.102,0.0209,0.0,0.301,0.297,170.087,audio_features,spotify:track:4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,193798,4
43,67O8CWXxPsfz8orZVGMQwf,K-391,End of Time,66,"['gaming edm', 'nordic house', 'pop dance']",0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019,audio_features,spotify:track:67O8CWXxPsfz8orZVGMQwf,https://api.spotify.com/v1/tracks/67O8CWXxPsfz8orZVGMQwf,https://api.spotify.com/v1/audio-analysis/67O8CWXxPsfz8orZVGMQwf,187560,4
45,2DGa7iaidT5s0qnINlwMjJ,Alan Walker,The Spectre,72,['electro house'],0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,audio_features,spotify:track:2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/tracks/2DGa7iaidT5s0qnINlwMjJ,https://api.spotify.com/v1/audio-analysis/2DGa7iaidT5s0qnINlwMjJ,193788,4
46,6SRWhUJcD2YKahCwHavz3X,Alan Walker,Darkside,74,['electro house'],0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988,audio_features,spotify:track:6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/tracks/6SRWhUJcD2YKahCwHavz3X,https://api.spotify.com/v1/audio-analysis/6SRWhUJcD2YKahCwHavz3X,211680,4
47,4jp4Z02kzzg8gK0NmDGgml,K-391,Play,70,"['gaming edm', 'nordic house', 'pop dance']",0.52,0.798,6,-5.498,0,0.0391,0.101,0.0,0.0932,0.168,101.944,audio_features,spotify:track:4jp4Z02kzzg8gK0NmDGgml,https://api.spotify.com/v1/tracks/4jp4Z02kzzg8gK0NmDGgml,https://api.spotify.com/v1/audio-analysis/4jp4Z02kzzg8gK0NmDGgml,167977,4
48,22O2Zdfj3jnJZDSzlDMAJp,Alan Walker,Heading Home,59,['electro house'],0.73,0.789,10,-3.982,1,0.034,0.0269,0.0,0.129,0.106,107.981,audio_features,spotify:track:22O2Zdfj3jnJZDSzlDMAJp,https://api.spotify.com/v1/tracks/22O2Zdfj3jnJZDSzlDMAJp,https://api.spotify.com/v1/audio-analysis/22O2Zdfj3jnJZDSzlDMAJp,184889,4
49,0bMbDctzMmTyK2j74j3nF3,Alan Walker,"Alone, Pt. II",74,['electro house'],0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,0.608,88.033,audio_features,spotify:track:0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/tracks/0bMbDctzMmTyK2j74j3nF3,https://api.spotify.com/v1/audio-analysis/0bMbDctzMmTyK2j74j3nF3,179053,4
50,15JINEqzVMv3SvJTAXAKED,Eminem,Love The Way You Lie,83,"['detroit hip hop', 'hip hop', 'rap']",0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,audio_features,spotify:track:15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/tracks/15JINEqzVMv3SvJTAXAKED,https://api.spotify.com/v1/audio-analysis/15JINEqzVMv3SvJTAXAKED,263373,4
51,7Feaw9WAEREY0DUOSXJLOM,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),74,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,audio_features,spotify:track:7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/tracks/7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/audio-analysis/7Feaw9WAEREY0DUOSXJLOM,163805,4
52,4RVtBlHFKj51Ipvpfv5ER4,Martin Garrix,Drown (feat. Clinton Kane),68,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.573,0.739,9,-5.455,1,0.0581,0.212,0.0,0.175,0.363,120.077,audio_features,spotify:track:4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/tracks/4RVtBlHFKj51Ipvpfv5ER4,https://api.spotify.com/v1/audio-analysis/4RVtBlHFKj51Ipvpfv5ER4,174062,4
53,3ebXMykcMXOcLeJ9xZ17XH,Martin Garrix,Scared to Be Lonely,77,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,audio_features,spotify:track:3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/tracks/3ebXMykcMXOcLeJ9xZ17XH,https://api.spotify.com/v1/audio-analysis/3ebXMykcMXOcLeJ9xZ17XH,220883,4
54,23L5CiUhw2jV1OIMwthR3S,Martin Garrix,In the Name of Love,78,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,audio_features,spotify:track:23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/tracks/23L5CiUhw2jV1OIMwthR3S,https://api.spotify.com/v1/audio-analysis/23L5CiUhw2jV1OIMwthR3S,195707,4
55,0rohJsT6NWsThpukt0Xxdc,Martin Garrix,Higher Ground (feat. John Martin),58,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.442,0.619,1,-5.28,1,0.0321,0.0841,0.0,0.0889,0.382,128.318,audio_features,spotify:track:0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/tracks/0rohJsT6NWsThpukt0Xxdc,https://api.spotify.com/v1/audio-analysis/0rohJsT6NWsThpukt0Xxdc,206279,4
56,7pWK1kMgHy5lNNiIfuRbkP,Martin Garrix,Used To Love (with Dean Lewis),64,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.651,0.693,4,-4.722,1,0.0375,0.458,0.0,0.335,0.392,118.97,audio_features,spotify:track:7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/tracks/7pWK1kMgHy5lNNiIfuRbkP,https://api.spotify.com/v1/audio-analysis/7pWK1kMgHy5lNNiIfuRbkP,236765,4
57,4ut5G4rgB1ClpMTMfjoIuy,Martin Garrix,High On Life (feat. Bonn),71,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,audio_features,spotify:track:4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/tracks/4ut5G4rgB1ClpMTMfjoIuy,https://api.spotify.com/v1/audio-analysis/4ut5G4rgB1ClpMTMfjoIuy,230762,4
58,3nc420PXjTdBV5TN0gCFkS,Martin Garrix,Ocean (feat. Khalid),68,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.506,0.693,0,-7.265,0,0.0412,0.584,9.58e-05,0.0891,0.221,139.912,audio_features,spotify:track:3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/tracks/3nc420PXjTdBV5TN0gCFkS,https://api.spotify.com/v1/audio-analysis/3nc420PXjTdBV5TN0gCFkS,216420,4
59,1ahVFh0ViDZr8LvkEVlq3B,Martin Garrix,No Sleep (feat. Bonn),63,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.44,0.635,11,-6.385,1,0.0326,0.129,0.0,0.121,0.327,128.133,audio_features,spotify:track:1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/tracks/1ahVFh0ViDZr8LvkEVlq3B,https://api.spotify.com/v1/audio-analysis/1ahVFh0ViDZr8LvkEVlq3B,207095,4
60,6jA8HL9i4QGzsj6fjoxp8Y,Martin Garrix,There for You,68,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.611,0.644,6,-7.607,0,0.0553,0.124,0.0,0.124,0.13,105.969,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,221904,4
61,0VGrgE7GbWaINRnh1bR4k9,Zedd,Clarity,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.523,0.78,8,-3.378,1,0.0748,0.0376,0.0,0.0751,0.187,128.003,audio_features,spotify:track:0VGrgE7GbWaINRnh1bR4k9,https://api.spotify.com/v1/tracks/0VGrgE7GbWaINRnh1bR4k9,https://api.spotify.com/v1/audio-analysis/0VGrgE7GbWaINRnh1bR4k9,271427,4
62,4bT2zLVv2T4GiK9q9KtI0v,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,64,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,audio_features,spotify:track:4bT2zLVv2T4GiK9q9KtI0v,https://api.spotify.com/v1/tracks/4bT2zLVv2T4GiK9q9KtI0v,https://api.spotify.com/v1/audio-analysis/4bT2zLVv2T4GiK9q9KtI0v,217347,4
63,7FJP35tUJ2121EJsFpU1Gh,Zedd,Beautiful Now,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,audio_features,spotify:track:7FJP35tUJ2121EJsFpU1Gh,https://api.spotify.com/v1/tracks/7FJP35tUJ2121EJsFpU1Gh,https://api.spotify.com/v1/audio-analysis/7FJP35tUJ2121EJsFpU1Gh,218293,4
64,1dFkD1JfRMzwO6hwUsE8aS,Zedd,Spectrum,60,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.609,0.801,0,-4.417,0,0.034,0.0137,0.00349,0.127,0.407,129.99,audio_features,spotify:track:1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/tracks/1dFkD1JfRMzwO6hwUsE8aS,https://api.spotify.com/v1/audio-analysis/1dFkD1JfRMzwO6hwUsE8aS,243413,4
65,19RevBdb9MKUaBIvxSbGd4,Zedd,I Want You To Know,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,audio_features,spotify:track:19RevBdb9MKUaBIvxSbGd4,https://api.spotify.com/v1/tracks/19RevBdb9MKUaBIvxSbGd4,https://api.spotify.com/v1/audio-analysis/19RevBdb9MKUaBIvxSbGd4,239999,4
66,5aUSEPNd3m5xliFK4pn5mU,Zedd,Good Thing (with Kehlani),68,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.693,0.564,1,-3.857,0,0.0378,0.399,0.0,0.0409,0.574,185.913,audio_features,spotify:track:5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/tracks/5aUSEPNd3m5xliFK4pn5mU,https://api.spotify.com/v1/audio-analysis/5aUSEPNd3m5xliFK4pn5mU,210901,3
67,4e1V6XqJ0GbagtTaI6ytUS,Zedd,Find You,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.532,0.792,3,-4.572,1,0.0394,0.027,1.72e-06,0.101,0.38,127.989,audio_features,spotify:track:4e1V6XqJ0GbagtTaI6ytUS,https://api.spotify.com/v1/tracks/4e1V6XqJ0GbagtTaI6ytUS,https://api.spotify.com/v1/audio-analysis/4e1V6XqJ0GbagtTaI6ytUS,204223,4
68,2ARqIya5NAuvFVHSN3bL0m,Zedd,The Middle,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.748,0.652,7,-3.02,1,0.058,0.208,0.0,0.128,0.431,106.914,audio_features,spotify:track:2ARqIya5NAuvFVHSN3bL0m,https://api.spotify.com/v1/tracks/2ARqIya5NAuvFVHSN3bL0m,https://api.spotify.com/v1/audio-analysis/2ARqIya5NAuvFVHSN3bL0m,184732,4
69,0dA2Mk56wEzDgegdC6R17g,Zedd,Stay (with Alessia Cara),0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.679,0.634,5,-5.024,0,0.0654,0.232,0.0,0.115,0.498,102.013,audio_features,spotify:track:0dA2Mk56wEzDgegdC6R17g,https://api.spotify.com/v1/tracks/0dA2Mk56wEzDgegdC6R17g,https://api.spotify.com/v1/audio-analysis/0dA2Mk56wEzDgegdC6R17g,210091,4
70,1T7Htpf1kEvU9Adf8J0ekk,Ariana Grande,Break Free,0,"['dance pop', 'pop']",0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,audio_features,spotify:track:1T7Htpf1kEvU9Adf8J0ekk,https://api.spotify.com/v1/tracks/1T7Htpf1kEvU9Adf8J0ekk,https://api.spotify.com/v1/audio-analysis/1T7Htpf1kEvU9Adf8J0ekk,214840,4
71,4keoy2fqgwGnbWlm3ZVZFa,Zedd,Happy Now,70,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,audio_features,spotify:track:4keoy2fqgwGnbWlm3ZVZFa,https://api.spotify.com/v1/tracks/4keoy2fqgwGnbWlm3ZVZFa,https://api.spotify.com/v1/audio-analysis/4keoy2fqgwGnbWlm3ZVZFa,207030,3
72,2XWjPtKdi5sucFYtVav07d,Zedd,365,66,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.745,0.693,2,-5.479,0,0.034,0.339,0.0,0.123,0.248,98.039,audio_features,spotify:track:2XWjPtKdi5sucFYtVav07d,https://api.spotify.com/v1/tracks/2XWjPtKdi5sucFYtVav07d,https://api.spotify.com/v1/audio-analysis/2XWjPtKdi5sucFYtVav07d,181900,4
73,2zDt2TfQbxiSPjTVJTgbwz,Hailee Steinfeld,Starving,0,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",0.724,0.628,4,-4.219,1,0.0962,0.409,0.0,0.105,0.524,99.898,audio_features,spotify:track:2zDt2TfQbxiSPjTVJTgbwz,https://api.spotify.com/v1/tracks/2zDt2TfQbxiSPjTVJTgbwz,https://api.spotify.com/v1/audio-analysis/2zDt2TfQbxiSPjTVJTgbwz,181880,4
74,3Gwq0zKnMWluOEPKh93BeC,Zedd,Lost At Sea,48,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.567,0.796,6,-3.534,1,0.0364,0.0247,0.0,0.124,0.305,127.983,audio_features,spotify:track:3Gwq0zKnMWluOEPKh93BeC,https://api.spotify.com/v1/tracks/3Gwq0zKnMWluOEPKh93BeC,https://api.spotify.com/v1/audio-analysis/3Gwq0zKnMWluOEPKh93BeC,225840,4
75,1YXsDvZqz5dGdC1cngX0Nf,DJ Snake,Let Me Love You - Zedd Remix,0,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",0.712,0.857,10,-4.281,0,0.0508,0.00938,0.00815,0.0828,0.217,117.044,audio_features,spotify:track:1YXsDvZqz5dGdC1cngX0Nf,https://api.spotify.com/v1/tracks/1YXsDvZqz5dGdC1cngX0Nf,https://api.spotify.com/v1/audio-analysis/1YXsDvZqz5dGdC1cngX0Nf,206653,4
76,0qlAureWHln3vDCsqnkyRE,Zedd,Done With Love,48,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.579,0.759,2,-5.584,0,0.0386,0.06,0.000138,0.117,0.127,127.875,audio_features,spotify:track:0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/tracks/0qlAureWHln3vDCsqnkyRE,https://api.spotify.com/v1/audio-analysis/0qlAureWHln3vDCsqnkyRE,296280,4
77,62hWYjPL57rbUd5rhvI3Of,Zedd,Papercut,49,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.647,0.92,5,-4.556,0,0.041,0.046,0.0058,0.357,0.242,125.997,audio_features,spotify:track:62hWYjPL57rbUd5rhvI3Of,https://api.spotify.com/v1/tracks/62hWYjPL57rbUd5rhvI3Of,https://api.spotify.com/v1/audio-analysis/62hWYjPL57rbUd5rhvI3Of,443293,4
78,4ccQmBycgXDYtIA7Z1i32V,Zedd,Daisy,47,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.586,0.598,2,-5.774,1,0.0359,0.124,0.0,0.151,0.201,112.067,audio_features,spotify:track:4ccQmBycgXDYtIA7Z1i32V,https://api.spotify.com/v1/tracks/4ccQmBycgXDYtIA7Z1i32V,https://api.spotify.com/v1/audio-analysis/4ccQmBycgXDYtIA7Z1i32V,174413,4
79,71qR03VPn762lG8esdRmkR,Zedd,True Colors,46,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.568,0.794,2,-3.317,0,0.0371,0.398,3.95e-05,0.104,0.489,126.023,audio_features,spotify:track:71qR03VPn762lG8esdRmkR,https://api.spotify.com/v1/tracks/71qR03VPn762lG8esdRmkR,https://api.spotify.com/v1/audio-analysis/71qR03VPn762lG8esdRmkR,224867,4
80,2GrZF3im1RwsXYj1wvyrz3,Zedd,Adrenaline,0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.656,0.987,11,-3.018,0,0.0455,0.0614,0.674,0.0517,0.414,127.994,audio_features,spotify:track:2GrZF3im1RwsXYj1wvyrz3,https://api.spotify.com/v1/tracks/2GrZF3im1RwsXYj1wvyrz3,https://api.spotify.com/v1/audio-analysis/2GrZF3im1RwsXYj1wvyrz3,170107,4
81,3dSihH19Wvud0OrRMQUtzI,Zedd,Human,31,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",0.667,0.904,7,-4.934,1,0.107,0.000536,0.283,0.26,0.242,127.978,audio_features,spotify:track:3dSihH19Wvud0OrRMQUtzI,https://api.spotify.com/v1/tracks/3dSihH19Wvud0OrRMQUtzI,https://api.spotify.com/v1/audio-analysis/3dSihH19Wvud0OrRMQUtzI,257040,4
